DEPARTMENT|ENTITY|DATE|EXPENSETYPE|EXPENSEAREA|SUPPLIER|TRANSACTIONNUMBER|AMOUNT|DESCRIPTION|SUPPLIERPOSTCODE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000009563|3958.08|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000009563|3958.08|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Local|BROOK STREET (UK) LIMITED|2000009576|555.89|#|AL1 4JB
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Major Projects & Growth|Experis Ltd|2000009566|6040.02|#|EC2M 2RB
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|MORGAN HUNT UK LTD|2000009572|4311.38|#|EC4M 7EG
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|4231.02|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|4231.02|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|4231.02|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|4231.02|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|4231.02|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|1692.41|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009563|3384.82|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000009563|3786.66|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000009563|3786.66|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000009563|3029.33|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000009563|3029.33|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Motoring Services|Badenoch & Clark c/o Lauren Rogers|2000009563|2964|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Badenoch & Clark c/o Lauren Rogers|2000009563|3786.66|#|B37 7YE
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Highspeed 2|Experis Ltd|2000009566|4666.2|#|EC2M 2RB
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Experis Ltd|2000009566|8047.3|#|EC2M 2RB
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Rail Franchising|Experis Ltd|2000009566|3129.5|#|EC2M 2RB
Department for Transport|Department for Transport|01/08/2014|Agency Staff Costs|Group Finance|Experis Ltd|2000009566|7508.12|#|EC2M 2RB
Department for Transport|Department for Transport|01/08/2014|Computer equipment|Air Accident Investigation Branch|DELL CORPORATION LTD|2000009565|931.26|#|RG12 1LF
Department for Transport|Department for Transport|01/08/2014|Computer equipment|Motoring Services|SPECIALIST COMPUTER CENTRES PLC|2000009577|737.42|#|B11 2LE
Department for Transport|Department for Transport|01/08/2014|Computer equipment|Motoring Services|Xenon Network Services Ltd|2000009584|675.58|#|WA14 5HH
Department for Transport|Department for Transport|01/08/2014|Data Supply - TD|Transport Direct&Travel|BASEMAP LIMITED|2000009579|990|#|GU2 7YG
Department for Transport|Department for Transport|01/08/2014|Data Supply - TD|Transport Direct&Travel|LANDMARK INFORMATION GROUP LTD|2000009570|8629.5|#|EX2 7HY
Department for Transport|Department for Transport|01/08/2014|Data Supply - TD|Transport Direct&Travel|OAG WORLDWIDE LTD|2000009573|2400|#|LU1 3LU
Department for Transport|Department for Transport|01/08/2014|Legal Consultancy|General Counsel's Office|xxxxxx|2000009583|1955.95|#|xxxxxx
Department for Transport|Department for Transport|01/08/2014|Honours Secretariat|DG's Office|COMMUNITIES AND LOCAL GOVERNMENT|2000009589|25467.25|#|HP2 4XN
Department for Transport|Department for Transport|01/08/2014|Prog&ProjMgmt Consul|Strategic Roads & Smart Ticketing|Rail Settlement Plan|2000009574|196200|#|EC1A 4HD
Department for Transport|Department for Transport|01/08/2014|Support Services|Aviation|CAA INTERNATIONAL LTD|2000009564|172032|#|RH6 0YR
Department for Transport|Department for Transport|01/08/2014|Training|Group Human Resource|Peninah Thomson|2000009587|5000|#|SW17 8JW
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Aviation|JACOBS UK LTD|2000009569|248454.38|#|G2 7HX
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|16625.39|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|27202.74|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|5624.66|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|46156.78|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|24688.2|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|3997.72|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Commercial & Programme Office|TRANSPORT RESEARCH LABORATORY|2000009575|2089.06|#|RG40 3GA
Department for Transport|Department for Transport|01/08/2014|Transport  Consult|Rail Franchising|TRANSPORT RESEARCH LABORATORY|2000009575|14615.21|#|RG40 3GA
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Corporate Governance|Badenoch & Clark c/o Lauren Rogers|2000009656|3166.46|#|B37 7YE
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Group Finance|MICHAEL PAGE INTERNATIONAL|2000009665|6420|#|SL1 3SA
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Group Human Resource|Experis Ltd|2000009659|3067.78|#|EC2M 2RB
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Motoring Services|BROOK STREET (UK) LIMITED|2000009663|624.78|#|AL1 4JB
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Major Projects & Growth|Badenoch & Clark c/o Lauren Rogers|2000009656|2978.16|#|B37 7YE
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Major Projects & Growth|Badenoch & Clark c/o Lauren Rogers|2000009656|2978.16|#|B37 7YE
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000009655|3379.26|#|DL1 9HN
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA RESOURCING LTD|2000009666|13396.51|#|DL1 9HN
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|Experis Ltd|2000009659|6847.8|#|EC2M 2RB
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Motoring Services|SPRING TECHNOLOGY LTD  ALSO T/A|2000009668|3182.4|#|B37 7YE
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Rail Franchising|CAPITA RESOURCING LTD|2000009666|12435.12|#|DL1 9HN
Department for Transport|Department for Transport|04/08/2014|Agency Staff Costs|Rail Franchising|CAPITA RESOURCING LTD|2000009666|4740|#|DL1 9HN
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Abacus Renewable Energy Ltd|2000009676|2999|ABACUS June 2014 #2999.00|EX13 5HU
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Armstrong Renewables|2000009674|24000|Armstrong Re June 2014 #24000|NE37 2SH
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Chargepoint Central Limited|2000009675|3998|CCL June 2014 #3998.00|LS12 1EG
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000009682|628093.27|Property purchase HS2 Statutory Blight|CF10 5BT
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Policy, Legislation and Funding|Eversheds LLP|2000009682|3762|HS2 Statutory Blight Hodgetts Lane|CF10 5BT
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Firehawk Ltd|2000009678|10000|FIREHAWK JUNE 2014 #10000|M35 0UF
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|M Howe Electrical Services Ltd|2000009677|6000|HOWE JUNE 2014 #6000|S12 2NR
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Philip Holme Electrical|2000009681|22000|MAY 2014 #22000|LN6 0RH
Department for Transport|Department for Transport|04/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Sovereign Construction Ltd|2000009680|999.67|SOVEREIGN MAY 2014 #999.67|BN21 3UL
Department for Transport|Department for Transport|04/08/2014|Computer equipment|Motoring Services|SOFTWARE BOX LTD|2000009660|3789.71|#|YO61 1ET
Department for Transport|Department for Transport|04/08/2014|CurrGrt Las in AEF/A|Rail Strategy & Funding|TRANSPORT FOR LONDON|2000009667|2208700.87|TfL LOROL Grant August 2014 Claim|SW1H 0TL
Department for Transport|Department for Transport|04/08/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF Caisse Generale|2000009611|6212266.39|MPL SNCF GBP PAY JULY 2014|93633
Department for Transport|Department for Transport|04/08/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|SNCF TRESORERIE ENC RHT VFE|2000009610|6099823.41|SNCF EURO PAY JULY 14|18/05/2105
Department for Transport|Department for Transport|04/08/2014|Maintenance Other|Motoring, Freight & London|TDC SYSTEMS LIMITED|2000009661|2660|#|BS24 9BP
Department for Transport|Department for Transport|04/08/2014|Maintenance Other|Motoring, Freight & London|TDC SYSTEMS LIMITED|2000009661|2910|#|BS24 9BP
Department for Transport|Department for Transport|04/08/2014|Maintenance Other|Motoring, Freight & London|TDC SYSTEMS LIMITED|2000009661|4170|#|BS24 9BP
Department for Transport|Department for Transport|04/08/2014|Maintenance Other|Motoring, Freight & London|TDC SYSTEMS LIMITED|2000009661|2205|#|BS24 9BP
Department for Transport|Department for Transport|04/08/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000009664|14079|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|04/08/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000009670|6010.95|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|04/08/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000009670|6280.45|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|04/08/2014|Subsidies Private Se|Motoring, Freight & London|MSRS Freight Grant|2000009670|3938.55|MSRS Freight Grant|xxxxxx
Department for Transport|Department for Transport|04/08/2014|Support Services|Aviation|CIVIL AVIATION AUTHORITY|2000009657|48686.5|#|RH10 0YR
Department for Transport|Department for Transport|04/08/2014|Support Services|General Counsel's Office|Charles Lucas & Marshall|2000009673|45000|BC/JCJ/DUT0018-0001|RG14 5EU
Department for Transport|Department for Transport|04/08/2014|Support Services|General Counsel's Office|Irwin Mitchell|2000009672|103854.6|#|S3 8DT
Department for Transport|Department for Transport|04/08/2014|Support Services|General Counsel's Office|Irwin Mitchell|2000009672|50000|RVM/S2R/05140103|S3 8DT
Department for Transport|Department for Transport|04/08/2014|Support Services|General Counsel's Office|Ward & Rider Ltd|2000009679|45000|#|CV1 2PF
Department for Transport|Department for Transport|04/08/2014|Transport  Consult|Rail Commercial & Programme Office|E C Harris LLP|2000009658|58927.96|#|N1 9AB
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Communication|NETWORKERS INTERNATIONAL (UK) PLC|2000009784|1013.52|#|BR1 1HP
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Human Resource|CAPITA BUSINESS SERVICES LTD|2000009763|2842.5|#|DL1 9HN
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Finance|NETWORKERS INTERNATIONAL (UK) PLC|2000009784|6782.52|#|BR1 1HP
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Human Resource|Experis Ltd|2000009768|3834.72|#|EC2M 2RB
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Human Resource|REED SPECIALIST RECRUITMENT LTD|2000009774|894|#|SW20 0BA
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Human Resource|REED SPECIALIST RECRUITMENT LTD|2000009774|894|#|SW20 0BA
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Major Projects & Growth|CAPITA RESOURCING LTD|2000009781|5135.4|#|DL1 9HN
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Major Projects & Growth|Badenoch & Clark c/o Lauren Rogers|2000009765|2978.16|#|B37 7YE
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000009763|3379.26|#|DL1 9HN
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|NETWORKERS INTERNATIONAL (UK) PLC|2000009784|3301.01|#|BR1 1HP
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009765|4231.02|#|B37 7YE
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009765|4231.02|#|B37 7YE
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Strategy & Funding|Badenoch & Clark c/o Lauren Rogers|2000009765|3384.82|#|B37 7YE
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Group Finance|CAPITA BUSINESS SERVICES LTD|2000009763|1884.29|#|DL1 9HN
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Commercial & Programme Office|CAPITA BUSINESS SERVICES LTD|2000009763|2887.92|#|DL1 9HN
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Franchising|NETWORKERS INTERNATIONAL (UK) PLC|2000009784|2367.84|#|BR1 1HP
Department for Transport|Department for Transport|05/08/2014|Agency Staff Costs|Rail Strategy & Funding|NETWORKERS INTERNATIONAL (UK) PLC|2000009784|959.46|#|BR1 1HP
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Arnold Electrical|2000009806|136955.06|Arnold electrical JUNE 2014 #136,955.06|NG6 0GD
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|CW Projects Ltd|2000009807|15000|CW Projects JUNE 2014 #15,000|NG14 5DX
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|DMG Electrical Services Ltd|2000009802|132956.38|DMG Electrical JUNE 2014 #132,956.38|NE37 2LS
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|DSE (Northern) Ltd|2000009804|1000|DSE (Northern) Ltd JUNE 2014 #1000|NE23 1WQ
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|JS Security & Electrical|2000009798|8000|JS SEC ELEC JUNE 2014 #8000|NE38 8QD
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Nuthall Electrical Services Ltd|2000009809|6000|Nuthall MARCH 2014 #6000|NG16 1QB
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Pickard Electrical Ltd|2000009805|13995.41|Pickard Electrical June 2014 #13995.41|NE66 2NN
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Reset Renewables|2000009808|24000|RESET JUNE 2014 #24,000.00|NG9 8AY
Department for Transport|Department for Transport|05/08/2014|Cap Grt Pri Sec-Cos.|Energy, Technology and International|Retroflo Limited|2000009799|72976.05|Retroflo June 2014 #72976.05|DH6 2UZ
Department for Transport|Department for Transport|05/08/2014|Contract Cleaning|Marine Accident Investigation Branch|PROGRESS CLEANING SERVICES|2000009762|702|#|SO30 2FQ
Department for Transport|Department for Transport|05/08/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL|2000009701|5388638.66|Opex & Usage Charges - July 14 (GBP Payment)|CT18 8XY
Department for Transport|Department for Transport|05/08/2014|Eurotunnel Admin Pay|Rail Commercial & Programme Office|EUROTUNNEL (EURO PAYMENTS)|2000009702|5417302.34|Opex & Usage Charges - July 14 (8,200,062.21 Euro)|CT18 8X
Department for Transport|Department for Transport|05/08/2014|HR Consultancy|Group Human Resource|EMPLOYEE ADVISORY RESOURCE LTD|2000009769|1074.25|#|W4 5YB
Department for Transport|Department for Transport|05/08/2014|IT Ser Running Costs|Local|KENDA ELECTRONIC SYSTEMS LTD|2000009788|2448|#|SO40 3NB
Department for Transport|Department for Transport|05/08/2014|IT Ser Running Costs|Motoring Services|DAVIES AND ROBSON LOGISTICS LTD|2000009795|16083.79|#|NN7 4QG
Department for Transport|Department for Transport|05/08/2014|IT Ser Running Costs|Motoring Services|DAVIES AND ROBSON LOGISTICS LTD|2000009795|1692.4|#|NN7 4QG
Department for Transport|Department for Transport|05/08/2014|Legal Consultancy|Group Human Resource|TREASURY SOLICITOR|2000009810|19875.06|#|WC2B 4TS
Department for Transport|Department for Transport|05/08/2014|Legal Consultancy|General Counsel's Office|xxxxxx|2000009789|666.67|#|xxxxxx
Department for Transport|Department for Transport|05/08/2014|Legal Consultancy|Network Rail Sponsorship|ALLEN & OVERY|2000009780|115452.7|#|E1 6AO
Department for Transport|Department for Transport|05/08/2014|Legal Consultancy|Rail Franchising|BEVAN BRITTAN|2000009767|10148.83|#|BS2 0HQ
Department for Transport|Department for Transport|05/08/2014|Maintenance Other|Motoring, Freight & London|TDC SYSTEMS LIMITED|2000009775|525|#|BS24 9BP
Department for Transport|Department for Transport|05/08/2014|Maintenance Other|Aviation|SMITHS DETECTION - WATFORD LIMITED|2000009785|5100|#|WD23 2B
Department for Transport|Department for Transport|05/08/2014|Medical Advisory Ser|Group Human Resource|HEALTH MANAGEMENT LTD|2000009770|1700|#|BN8 5NN
Department for Transport|Department for Transport|05/08/2014|Mobile Phone charges|Group Finance|T-MOBILE (UK) LTD|2000009776|672.56|T-Mobile 43361515 July 14|AL10 9BW
Department for Transport|Department for Transport|05/08/2014|Occup Health Scheme|Group Human Resource|HEALTH MANAGEMENT LTD|2000009770|666|#|BN8 5NN
Department for Transport|Department for Transport|05/08/2014|Other Advertising|Local|PENNA COMMUNICATIONS|2000009786|3867.31|#|EC4M 7RD
Department for Transport|Department for Transport|05/08/2014|Other Advertising|Local|PENNA COMMUNICATIONS|2000009786|3729.07|#|EC4M 7RD
Department for Transport|Department for Transport|05/08/2014|Prog&ProjMgmt Consul|Project Sponsorship |PARSONS BRINCKERHOFF LTD|2000009773|113643.44|PO 8000130178|NE4 7YQ
Department for Transport|Department for Transport|05/08/2014|Prog&ProjMgmt Consul|Project Sponsorship |PARSONS BRINCKERHOFF LTD|2000009773|114686.44|HS2 Project ,T-Tear framework Lot3|NE4 7YQ
Department for Transport|Department for Transport|05/08/2014|Prog&ProjMgmt Consul|Project Sponsorship |PARSONS BRINCKERHOFF LTD|2000009773|-114686.44|PO 8000130178|NE4 7YQ
Department for Transport|Department for Transport|05/08/2014|Prog&ProjMgmt Consul|Project Sponsorship |PARSONS BRINCKERHOFF LTD|2000009773|-113643.44|PO 8000130178|NE4 7YQ
Department for Transport|Department for Transport|05/08/2014|Rent - L&B (non-PFI)|Major Projects & Growth|EUROSTAR (UK) LTD|2000009783|135000|#|SE1 8SE
Department for Transport|Department for Transport|05/08/2014|Research|Motoring, Freight & London|The Bournemouth|2000009801|3000|#|BH12 5BB
Department for Transport|Department for Transport|05/08/2014|Small Software|Transport Direct&Travel|TRAPEZE GROUP (UK) LTD|2000009777|17777.41|#|BA14 6PH
